지역,단지명,면적,계약년월,계약일,금액,층,건축년도,도로명,해제사유발생일
강원도 강릉시 견소동,송정한신,84.93,202102,2,"18,000",7,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정한신,59.8,202102,5,"14,200",3,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정한신,59.8,202102,5,"13,500",12,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정한신,59.8,202102,8,"15,700",14,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정한신,84.945,202102,9,"19,100",10,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정한신,84.945,202102,9,"19,100",10,1997,경강로2539번길 8,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,5,"28,900",13,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,5,"28,000",8,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,59.99,202102,6,"18,500",9,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,6,"25,000",7,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,59.99,202102,10,"18,500",10,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,59.99,202102,15,"19,000",14,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,17,"25,700",6,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,59.99,202102,18,"19,000",10,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,20,"28,000",10,2005,경강로2539번길 22,
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,202102,21,"28,200",14,2005,경강로2539번길 22,
강원도 강릉시 교동,강릉교동롯데캐슬1단지,84.9866,202102,17,"32,000",15,2009,화부산로99번길 12,
강원도 강릉시 교동,강릉교동롯데캐슬1단지,163.9852,202102,20,"41,000",12,2009,화부산로99번길 12,
강원도 강릉시 교동,교동1주공,59.89,202102,1,"17,100",6,1999,가작로 78,
강원도 강릉시 교동,교동1주공,59.89,202102,1,"13,000",11,1999,가작로 78,
강원도 강릉시 교동,교동1주공,84.84,202102,5,"23,500",8,1999,가작로 78,
강원도 강릉시 교동,교동1주공,84.84,202102,15,"25,900",7,1999,가작로 78,
강원도 강릉시 교동,교동1주공,59.89,202102,16,"17,600",12,1999,가작로 78,
강원도 강릉시 교동,교동1주공,59.89,202102,20,"17,000",4,1999,가작로 78,
강원도 강릉시 교동,교동2현대,84.97,202102,6,"27,000",10,1999,교동광장로 138-15,
강원도 강릉시 교동,교동2현대,84.97,202102,20,"27,900",14,1999,교동광장로 138-15,
강원도 강릉시 교동,교동2현대,99.98,202102,27,"31,500",3,1999,교동광장로 138-15,
강원도 강릉시 교동,교동3주공,59.86,202102,3,"19,200",5,2002,교동광장로 138-12,
강원도 강릉시 교동,교동3주공,59.84,202102,5,"19,900",3,2002,교동광장로 138-12,
강원도 강릉시 교동,교동3주공,59.74,202102,8,"19,400",9,2002,교동광장로 138-12,
강원도 강릉시 교동,교동3주공,59.86,202102,24,"19,700",9,2002,교동광장로 138-12,
강원도 강릉시 교동,교동3주공,59.74,202102,24,"20,800",14,2002,교동광장로 138-12,
강원도 강릉시 교동,교동대림,84.98,202102,5,"14,200",1,1997,수리골길17번길 21,
강원도 강릉시 교동,교동대림,118.273,202102,8,"19,500",18,1997,수리골길17번길 21,
강원도 강릉시 교동,교동대림,84.98,202102,16,"17,900",9,1997,수리골길17번길 21,
강원도 강릉시 교동,교동대림,84.98,202102,20,"19,000",18,1997,수리골길17번길 21,
강원도 강릉시 교동,대인맨션,84.72,202102,5,"15,500",4,1991,화부산로141번길 45,
강원도 강릉시 교동,덕진,40.86,202102,20,"5,500",4,1988,옛강일길 28,
강원도 강릉시 교동,부영1,59.58,202102,4,"17,100",6,1999,정원로 53-4,
강원도 강릉시 교동,부영1,59.58,202102,5,"14,600",6,1999,정원로 53-4,
강원도 강릉시 교동,부영5,84.93,202102,25,"24,800",14,2001,교동광장로 163,
강원도 강릉시 교동,부영6,84.9763,202102,8,"23,200",4,2003,정원로 53-9,
강원도 강릉시 교동,부영6,84.9763,202102,8,"24,300",11,2003,정원로 53-9,
강원도 강릉시 교동,부영6,59.987,202102,22,"15,900",1,2003,정원로 53-9,
강원도 강릉시 교동,부영6,59.987,202102,25,"18,500",5,2003,정원로 53-9,
강원도 강릉시 교동,부영6,84.9763,202102,27,"24,900",5,2003,정원로 53-9,
강원도 강릉시 교동,부영6,59.987,202102,28,"18,900",14,2003,정원로 53-9,
강원도 강릉시 교동,예성그린1,56.16,202102,27,"8,500",4,1995,가작로252번길 22,
강원도 강릉시 교동,정아타워맨션,84.95,202102,19,"10,700",9,1992,화부산로 29,
강원도 강릉시 교동,한신,84.98,202102,3,"17,500",11,1997,명륜로 95-7,
강원도 강릉시 교동,한신,84.98,202102,20,"17,800",6,1997,명륜로 95-7,
강원도 강릉시 교동,현대하이빌,122.74,202102,8,"39,500",11,1999,원대로128번길 14,
강원도 강릉시 교동,현대하이빌,99.96,202102,10,"32,000",4,1999,원대로128번길 14,
강원도 강릉시 교동,현대하이빌,152.94,202102,10,"43,900",3,1999,원대로128번길 14,
강원도 강릉시 내곡동,강부2,24.795,202102,2,"3,900",3,1988,관대길 63,
강원도 강릉시 내곡동,강부2,41.18,202102,7,"4,500",4,1988,관대길 63,
강원도 강릉시 내곡동,강부2,41.18,202102,7,"4,500",4,1988,관대길 63,20210223
강원도 강릉시 내곡동,관동2,49.94,202102,14,"7,300",2,1992,남산초교길12번길 11,
강원도 강릉시 내곡동,내곡동현대,84.865,202102,25,"19,000",2,1998,범일로 645,
강원도 강릉시 내곡동,내곡주공,39.69,202102,1,"5,800",1,1989,관대길16번길 6,
강원도 강릉시 내곡동,내곡주공,39.69,202102,1,"6,300",3,1989,관대길16번길 6,
강원도 강릉시 내곡동,내곡주공,46.68,202102,14,"7,100",1,1989,관대길16번길 6,
강원도 강릉시 내곡동,내곡주공,39.69,202102,16,"5,800",1,1989,관대길16번길 6,
강원도 강릉시 내곡동,내곡주공,39.69,202102,27,"5,400",4,1989,관대길16번길 6,
강원도 강릉시 내곡동,내곡한라,84.95,202102,1,"17,000",17,1997,강변로 114,
강원도 강릉시 내곡동,내곡한라,59.97,202102,17,"14,200",13,1997,강변로 114,
강원도 강릉시 내곡동,내곡한라,59.97,202102,26,"14,300",7,1997,강변로 114,
강원도 강릉시 노암동,고합,43.38,202102,26,"6,770",10,1996,남부로125번길 23,
강원도 강릉시 노암동,노암2주공,49.22,202102,13,"6,100",3,1984,노가니남길 25,
강원도 강릉시 노암동,노암3한라,74.64,202102,4,"14,800",12,2000,남부로125번길 7,
강원도 강릉시 노암동,노암3한라,59.994,202102,19,"12,500",5,2000,남부로125번길 7,
강원도 강릉시 노암동,노암3한라,59.994,202102,20,"12,950",4,2000,남부로125번길 7,
강원도 강릉시 노암동,노암남산현대,84.99,202102,21,"16,300",10,1998,남부로125번길 11,
강원도 강릉시 노암동,노암한라,59.976,202102,6,"12,000",10,1994,노암길42번길 28,
강원도 강릉시 노암동,노암한라,59.976,202102,9,"11,500",12,1994,노암길42번길 28,
강원도 강릉시 노암동,노암한라,136.421,202102,17,"21,500",4,1994,노암길42번길 28,
강원도 강릉시 노암동,노암한라,84.99,202102,18,"14,900",11,1994,노암길42번길 28,
강원도 강릉시 노암동,서일,31.08,202102,22,"4,000",4,1988,노암길42번길 20,
강원도 강릉시 노암동,신화,44.64,202102,4,"10,500",10,1998,강변로 270,
강원도 강릉시 노암동,신화,84.954,202102,8,"13,000",11,1998,강변로 270,
강원도 강릉시 노암동,신화,59.944,202102,8,"12,000",13,1998,강변로 270,
강원도 강릉시 노암동,양우내안애,59.7216,202102,22,"18,000",8,2009,강변로 328-8,
강원도 강릉시 노암동,한라2,59.989,202102,19,"10,300",1,1995,남부로191번길 21,
강원도 강릉시 노암동,현대,84.945,202102,4,"13,600",6,1992,율곡로 2733,
강원도 강릉시 송정동,강릉송정 한신더휴,84.961,202102,4,"39,600",16,2019,경강로 2448,
강원도 강릉시 송정동,비치소라,51,202102,22,"7,400",2,1987,팔송길 26,
강원도 강릉시 송정동,삼우은성,72.86,202102,5,"13,500",1,1992,남강초교1길 55,
강원도 강릉시 송정동,삼우은성,72.86,202102,16,"10,000",14,1992,남강초교1길 55,
강원도 강릉시 송정동,삼우은성,72.86,202102,19,"14,100",8,1992,남강초교1길 55,
강원도 강릉시 송정동,삼우은성,84.96,202102,25,"19,600",12,1992,남강초교1길 55,
강원도 강릉시 송정동,삼익비치맨션,84.544,202102,18,"17,000",9,1992,해안로 107,
강원도 강릉시 송정동,송정아이파크,84.93,202102,20,"35,000",11,2019,경강로 2511,
강원도 강릉시 연곡면 영진리,근화,59.36,202102,6,"8,700",13,1997,영진2길 12-3,
강원도 강릉시 연곡면 영진리,삼우그린,30.24,202102,6,"4,250",2,1999,연주로 132,
강원도 강릉시 연곡면 영진리,삼우그린,43.2,202102,15,"7,000",5,1999,연주로 132,
강원도 강릉시 연곡면 영진리,삼우그린,30.24,202102,18,"4,900",10,1999,연주로 132,
강원도 강릉시 연곡면 영진리,삼우그린,43.2,202102,20,"7,000",8,1999,연주로 132,
강원도 강릉시 연곡면 영진리,영진부영1,59.987,202102,22,"12,000",8,2005,영진3길 38,
강원도 강릉시 연곡면 영진리,영진부영2,84.8923,202102,1,"21,300",11,2005,영진3길 43,
강원도 강릉시 연곡면 영진리,영진부영2,59.987,202102,3,"14,000",7,2005,영진3길 43,
강원도 강릉시 연곡면 영진리,영진부영2,84.8923,202102,6,"19,500",6,2005,영진3길 43,
강원도 강릉시 연곡면 영진리,영진코아루비치테라스,43.5566,202102,7,"21,600",18,2019,홍질목길 12,
강원도 강릉시 연곡면 영진리,영진코아루비치테라스,25.4052,202102,26,"12,200",10,2019,홍질목길 12,
강원도 강릉시 옥천동,금잔디,68.29,202102,10,"6,000",4,1980,수문길21번길 26,
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,202102,3,"41,000",9,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,202102,11,"42,000",3,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,84.77,202102,11,"50,000",23,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,202102,18,"45,000",21,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,84.77,202102,18,"50,000",23,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,202102,18,"45,000",21,2018,선수촌로 113,
강원도 강릉시 유천동,엘에이치선수촌8단지,84.77,202102,23,"48,000",3,2018,선수촌로 113,
강원도 강릉시 입암동,강동4차,72.5,202102,25,"6,600",3,1992,강변로410번길 38,
강원도 강릉시 입암동,강릉더샵,84.94,202102,4,"30,500",8,2014,입암로29번길 11,
강원도 강릉시 입암동,강릉더샵,84.94,202102,6,"32,000",9,2014,입암로29번길 11,
강원도 강릉시 입암동,강릉더샵,74.71,202102,9,"24,750",4,2014,입암로29번길 11,
강원도 강릉시 입암동,강릉더샵,84.93,202102,18,"30,700",10,2014,입암로29번길 11,
강원도 강릉시 입암동,강릉입암동금호어울림,157.22,202102,2,"35,000",12,2007,성덕로 328-15,
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,202102,3,"26,700",15,2007,성덕로 328-15,
강원도 강릉시 입암동,강릉입암동금호어울림,157.22,202102,17,"35,000",1,2007,성덕로 328-15,
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,202102,23,"27,500",7,2007,성덕로 328-15,
강원도 강릉시 입암동,대목(A단지),49.86,202102,3,"6,000",2,1987,용지로 48,
강원도 강릉시 입암동,대인3,59.685,202102,25,"8,400",6,1993,강변로410번길 27,
강원도 강릉시 입암동,삼우그린,59.89,202102,6,"8,000",2,1996,강변로 458,
강원도 강릉시 입암동,이안강릉타운,84.7,202102,5,"24,000",14,2006,성덕로 316-22,
강원도 강릉시 입암동,이안강릉타운,122.72,202102,9,"29,000",9,2006,성덕로 316-22,
강원도 강릉시 입암동,이안강릉타운,84.7,202102,9,"24,000",7,2006,성덕로 316-22,
강원도 강릉시 입암동,이안강릉타운,122.72,202102,18,"28,900",14,2006,성덕로 316-22,
강원도 강릉시 입암동,입암1주공,39.72,202102,9,"7,900",2,1986,강변로 364,
강원도 강릉시 입암동,입암1주공,39.72,202102,15,"7,500",1,1986,강변로 364,
강원도 강릉시 입암동,입암2주공,39.69,202102,10,"6,500",5,1990,강변로 508,
강원도 강릉시 입암동,입암2주공,46.68,202102,18,"8,500",5,1990,강변로 508,
강원도 강릉시 입암동,입암2주공,39.3,202102,19,"5,900",3,1990,강변로 508,
강원도 강릉시 입암동,입암2주공,46.68,202102,21,"6,000",5,1990,강변로 508,
강원도 강릉시 입암동,입암2주공,39.69,202102,26,"6,500",5,1990,강변로 508,
강원도 강릉시 입암동,입암4주공,59.8,202102,1,"11,800",14,1996,성덕포남로 89,
강원도 강릉시 입암동,입암4주공,59.8,202102,2,"12,000",9,1996,성덕포남로 89,
강원도 강릉시 입암동,입암4주공,59.8,202102,6,"12,700",2,1996,성덕포남로 89,20210217
강원도 강릉시 입암동,입암4주공,59.8,202102,6,"12,700",2,1996,성덕포남로 89,
강원도 강릉시 입암동,입암4주공,59.8,202102,22,"9,000",9,1996,성덕포남로 89,
강원도 강릉시 입암동,입암4주공,59.8,202102,24,"8,700",6,1996,성덕포남로 89,
강원도 강릉시 입암동,입암5주공,49.97,202102,4,"9,200",3,1996,성덕포남로 89-17,
강원도 강릉시 입암동,입암5주공,49.97,202102,9,"9,300",5,1996,성덕포남로 89-17,
강원도 강릉시 입암동,입암5주공,49.97,202102,17,"9,000",1,1996,성덕포남로 89-17,
강원도 강릉시 입암동,입암5주공,49.97,202102,19,"9,000",15,1996,성덕포남로 89-17,20210305
강원도 강릉시 입암동,입암6주공,59.99,202102,4,"12,900",8,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,6,"13,300",14,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,6,"13,300",9,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,6,"13,000",15,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,16,"11,700",2,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,49.62,202102,17,"9,300",11,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,18,"12,000",12,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,19,"13,500",11,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,20,"12,700",9,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,22,"13,500",4,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,59.99,202102,22,"12,200",2,1998,성덕포남로 39,
강원도 강릉시 입암동,입암6주공,49.62,202102,22,"9,800",9,1998,성덕포남로 39,
강원도 강릉시 입암동,입암동 강변 코아루 오투리움 아파트,79.191,202102,2,"27,000",6,2019,월대산로 23,
강원도 강릉시 입암동,입암동 강변 코아루 오투리움 아파트,79.191,202102,2,"26,900",8,2019,월대산로 23,
강원도 강릉시 입암동,입암동 강변 코아루 오투리움 아파트,79.191,202102,6,"27,800",4,2019,월대산로 23,
강원도 강릉시 입암동,입암현대,84.904,202102,2,"19,950",3,1998,용지로 19,
강원도 강릉시 입암동,입암현대,59.956,202102,8,"14,000",5,1998,용지로 19,
강원도 강릉시 입암동,입암현대,131.526,202102,15,"26,000",7,1998,용지로 19,
강원도 강릉시 입암동,입암현대,59.824,202102,15,"15,500",5,1998,용지로 19,
강원도 강릉시 입암동,입암현대,84.904,202102,18,"17,800",9,1998,용지로 19,
강원도 강릉시 입암동,입암현대,59.824,202102,21,"13,800",7,1998,용지로 19,
강원도 강릉시 입암동,입암현대,59.956,202102,21,"13,300",1,1998,용지로 19,
강원도 강릉시 입암동,입암현대,84.904,202102,27,"20,250",14,1998,용지로 19,
강원도 강릉시 입암동,입암현대,59.956,202102,27,"13,700",2,1998,용지로 19,
강원도 강릉시 입암동,태경태우광업소사원,36.69,202102,26,"2,200",3,1988,강중길46번길 23,
강원도 강릉시 입암동,태평양임대,39.348,202102,2,"5,800",6,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,11,"6,050",9,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,13,"5,800",4,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,18,"6,000",6,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,34.722,202102,19,"4,200",3,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,19,"6,100",14,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,22,"5,900",7,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,34.722,202102,24,"5,000",13,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,24,"6,750",14,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,34.722,202102,25,"4,500",11,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,39.348,202102,25,"5,500",3,1998,강변로410번길 31-5,
강원도 강릉시 입암동,태평양임대,34.722,202102,26,"5,000",5,1998,강변로410번길 31-5,
강원도 강릉시 저동,경포현대,84.915,202102,3,"19,750",5,1996,경포로463번안길 14,
강원도 강릉시 저동,경포현대,84.915,202102,16,"23,800",1,1996,경포로463번안길 14,
강원도 강릉시 저동,경포현대,59.785,202102,18,"17,400",4,1996,경포로463번안길 14,
강원도 강릉시 저동,경포현대,59.785,202102,23,"16,000",2,1996,경포로463번안길 14,
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,8,"10,400",10,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,10,"9,700",9,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,15,"8,900",7,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,16,"9,700",14,2000,연주로 241-7,20210305
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,22,"9,300",5,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,202102,23,"10,500",11,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,교항2주공,39.51,202102,26,"7,950",6,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,극동,63.18,202102,1,"9,270",3,1991,웃사다리4길 20,
강원도 강릉시 주문진읍 교항리,극동,84.93,202102,22,"9,000",9,1991,웃사다리4길 20,
강원도 강릉시 주문진읍 교항리,소훈,84.03,202102,15,"8,000",1,1991,매맥이길 14-3,
강원도 강릉시 주문진읍 교항리,소훈,82.86,202102,21,"8,700",1,1991,매맥이길 14-3,
강원도 강릉시 주문진읍 교항리,소훈,66.6,202102,26,"5,300",1,1991,매맥이길 14-3,
강원도 강릉시 주문진읍 교항리,소훈5,59.94,202102,4,"6,600",4,1994,매맥이길 7-2,
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,202102,3,"7,100",1,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,202102,9,"7,500",10,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,202102,16,"7,200",15,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,202102,17,"6,500",1,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,유성,46.92,202102,5,"3,500",6,1991,매맥이윗길 12-4,
강원도 강릉시 주문진읍 교항리,유성,49.89,202102,22,"4,100",2,1991,매맥이윗길 12-4,
강원도 강릉시 주문진읍 교항리,주문진 서희스타힐스 아파트,59.8411,202102,2,"19,300",20,2020,연주로 281-1,
강원도 강릉시 주문진읍 교항리,주문진 서희스타힐스 아파트,74.6401,202102,25,"24,500",14,2020,연주로 281-1,
강원도 강릉시 주문진읍 주문리,주문진 라일플로리스4차,23.6661,202102,5,"10,000",12,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,주문진 라일플로리스4차,23.662,202102,25,"9,000",8,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,59.33,202102,23,"8,700",5,2007,주문북로 147-32,
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,59.33,202102,23,"8,000",4,2007,주문북로 147-32,20210225
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,59.33,202102,27,"8,800",3,2007,주문북로 147-32,
강원도 강릉시 초당동,동부,84.98,202102,16,"20,300",12,1997,연당길 75,
강원도 강릉시 초당동,우성,84.77,202102,6,"15,400",1,1997,연당길 67-15,
강원도 강릉시 초당동,우성,59.91,202102,8,"15,400",9,1997,연당길 67-15,
강원도 강릉시 초당동,우성,59.91,202102,22,"15,400",9,1997,연당길 67-15,
강원도 강릉시 초당동,우성,59.91,202102,22,"15,000",13,1997,연당길 67-15,
강원도 강릉시 초당동,우성,84.77,202102,27,"16,000",1,1997,연당길 67-15,
강원도 강릉시 초당동,유화3,45.68,202102,16,"9,500",8,1996,연당길 82,
강원도 강릉시 초당동,유화3,45.68,202102,19,"9,100",6,1996,연당길 82,
강원도 강릉시 초당동,초당동청마루,84.89,202102,1,"24,500",4,2007,연당길 61,
강원도 강릉시 초당동,초당동청마루,84.89,202102,26,"26,800",8,2007,연당길 61,
강원도 강릉시 초당동,초당유화1,49.815,202102,23,"11,000",12,1993,연당길 94-3,
강원도 강릉시 초당동,현대,84.475,202102,2,"19,300",10,1995,초당원길 26-2,
강원도 강릉시 초당동,현대,74.52,202102,17,"15,500",5,1995,초당원길 26-2,
강원도 강릉시 포남동,강동1,55.857,202102,8,"7,000",5,1989,성덕포남로146번길 14,
강원도 강릉시 포남동,대인4,19.99,202102,11,"3,800",10,1995,강릉대로469번길 14,
강원도 강릉시 포남동,대인4,19.99,202102,16,"3,700",8,1995,강릉대로469번길 14,
강원도 강릉시 포남동,대인4,19.99,202102,21,"3,800",13,1995,강릉대로469번길 14,
강원도 강릉시 포남동,대일,59.4,202102,6,"7,400",1,1985,성덕포남로213번길 4,
강원도 강릉시 포남동,동남,54.945,202102,24,"7,200",5,1985,경강로2256번길 12,
강원도 강릉시 포남동,동남2,54.945,202102,16,"7,900",4,1986,경강로2234번길 15,
강원도 강릉시 포남동,삼우골든맨션,70.83,202102,6,"13,200",10,1991,용지각길20번길 8,
강원도 강릉시 포남동,삼호임대,44.28,202102,3,"7,000",2,1988,강릉대로457번길 38,
강원도 강릉시 포남동,삼호임대,32.04,202102,4,"5,000",3,1988,강릉대로457번길 38,
강원도 강릉시 포남동,삼호임대,32.04,202102,17,"5,300",2,1988,강릉대로457번길 38,
강원도 강릉시 포남동,삼호임대,32.04,202102,27,"6,000",3,1988,강릉대로457번길 38,
강원도 강릉시 포남동,서일임대,23.76,202102,20,"3,650",4,1986,강릉대로359번길 11-17,
강원도 강릉시 포남동,유화,46.69,202102,5,"8,000",3,1989,강릉대로419번길 20,
강원도 강릉시 포남동,일송,59.135,202102,1,"13,800",15,1995,하평3길 37,
강원도 강릉시 포남동,일송,59.135,202102,9,"13,250",4,1995,하평3길 37,
강원도 강릉시 포남동,일송,59.135,202102,20,"12,900",15,1995,하평3길 37,
강원도 강릉시 포남동,일송,58.87,202102,22,"12,600",10,1995,하평3길 37,
강원도 강릉시 포남동,정아아트,84.33,202102,3,"9,700",4,1991,명륜로121번길 20,
강원도 강릉시 포남동,청송,84.42,202102,6,"18,800",3,1994,하평길 41,
강원도 강릉시 포남동,청송,84.42,202102,17,"18,000",9,1994,하평길 41,
강원도 강릉시 포남동,청송,84.42,202102,27,"18,300",1,1994,하평길 41,
강원도 강릉시 포남동,포남1주공,42.54,202102,1,"11,000",2,1981,보래미상길 65,20210207
강원도 강릉시 포남동,포남1주공,41.99,202102,3,"11,000",1,1981,보래미상길 65,
강원도 강릉시 포남동,포남1주공,42.54,202102,16,"13,500",2,1981,보래미상길 65,
강원도 강릉시 포남동,포남1주공,41.98,202102,20,"12,000",2,1981,보래미상길 65,
강원도 강릉시 포남동,포남2주공,39.3,202102,10,"9,000",3,1989,산양큰길 37,
강원도 강릉시 포남동,포남2주공,39.3,202102,10,"9,000",3,1989,산양큰길 37,20210218
강원도 강릉시 포남동,포남2주공,39.69,202102,11,"7,400",1,1989,산양큰길 37,
강원도 강릉시 포남동,포남2주공,39.3,202102,22,"8,500",1,1989,산양큰길 37,
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.961,202102,4,"27,800",6,2007,토성로 39,
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,202102,6,"40,500",5,2007,토성로 39,
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.992,202102,17,"24,900",1,2007,토성로 39,
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.961,202102,17,"26,500",13,2007,토성로 39,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,202102,5,"30,000",10,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,202102,6,"29,900",11,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.95,202102,6,"30,000",14,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,6,"28,500",11,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,6,"30,500",13,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,202102,8,"30,000",8,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,9,"28,500",18,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,10,"30,100",18,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,20,"30,500",25,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,202102,20,"31,000",6,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,202102,20,"30,450",20,2018,선수촌로 10,
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,202102,25,"27,500",16,2018,선수촌로 10,
강원도 강릉시 홍제동,우미린아파트,78.4089,202102,10,"40,000",7,2016,선수촌로 55,
강원도 강릉시 홍제동,우미린아파트,84.9843,202102,19,"44,500",16,2016,선수촌로 55,
강원도 강릉시 홍제동,우산,33.225,202102,16,"6,800",9,1997,토성로 51,
강원도 강릉시 홍제동,홍제푸르지오,84.9,202102,6,"29,500",8,2005,홍제로71번길 1,
강원도 강릉시 홍제동,홍제푸르지오,84.9,202102,24,"29,700",11,2005,홍제로71번길 1,
강원도 강릉시 홍제동,홍제한신휴플러스,84.97,202102,3,"33,500",15,2015,토성로 56,
강원도 강릉시 홍제동,홍제한신휴플러스,59.78,202102,5,"26,000",12,2015,토성로 56,
강원도 강릉시 홍제동,홍제한신휴플러스,84.59,202102,9,"32,900",17,2015,토성로 56,
강원도 강릉시 회산동,강릉서희스타힐스리버파크,59.928,202102,8,"23,500",8,2017,회산로 344,
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,202102,9,"26,500",18,2017,회산로 344,
강원도 강릉시 회산동,강릉서희스타힐스리버파크,59.928,202102,16,"24,600",12,2017,회산로 344,
강원도 강릉시 회산동,강릉회산 한신더휴,84.9955,202102,3,"36,500",18,2019,회산로 313,
