지역,단지명,면적,계약년월,계약일,금액,층,건축년도,도로명,해제사유발생일
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),74.25,202102,9,"19,900",2,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),84.89,202102,15,"23,050",5,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),74.25,202102,22,"20,250",8,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),84.48,202102,24,"23,150",22,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),84.48,202102,25,"23,100",24,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),74.25,202102,25,"20,600",5,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),74.25,202102,25,"20,800",15,2011,한울로 100,
경기도 파주시 동패동,휴먼시아 한울마을6단지(공공임대),84.48,202102,25,"22,900",6,2011,한울로 100,
경기도 파주시 목동동,산내마을11단지현대아이파크,84.9843,202102,5,"35,000",3,2002,와석순환로 307,
경기도 파주시 목동동,산내마을3단지(공공임대),84.53,202102,1,"24,550",8,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),139.35,202102,2,"35,000",19,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),102.7,202102,2,"28,900",6,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),102.7,202102,2,"28,350",2,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.8,202102,5,"32,450",14,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),74.69,202102,8,"22,100",8,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),102.96,202102,8,"29,400",20,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),139.35,202102,8,"34,300",4,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.9,202102,8,"32,150",10,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.8,202102,9,"32,050",13,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),74.69,202102,9,"21,600",3,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),102.7,202102,9,"28,900",6,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.37,202102,10,"24,950",16,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.8,202102,10,"31,450",4,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.37,202102,10,"24,750",11,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.58,202102,10,"24,750",4,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.37,202102,15,"24,600",13,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.37,202102,16,"24,950",18,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.82,202102,16,"24,950",4,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.53,202102,16,"24,350",7,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.8,202102,19,"31,800",5,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),124.8,202102,25,"31,450",4,2014,교하로 70,
경기도 파주시 목동동,산내마을3단지(공공임대),84.99,202102,26,"25,150",6,2014,교하로 70,
경기도 파주시 목동동,산내마을8단지(114-37),73.095,202102,4,"30,400",1,2001,청암로 28,
경기도 파주시 목동동,산내마을8단지(114-37),84.715,202102,6,"36,950",4,2001,청암로 28,
경기도 파주시 목동동,산내마을8단지(114-37),84.715,202102,10,"40,000",7,2001,청암로 28,
경기도 파주시 목동동,운정 화성파크드림 시그니처,84.9915,202102,10,"59,000",18,2020,청암로 50,
경기도 파주시 목동동,운정신도시 센트럴 푸르지오,84.958,202102,4,"82,000",21,2018,심학산로 385,
경기도 파주시 목동동,운정신도시 센트럴 푸르지오,84.939,202102,6,"79,000",10,2018,심학산로 385,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),59.99,202102,1,"25,500",13,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,1,"34,900",3,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,3,"34,000",16,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),59.99,202102,5,"28,000",2,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),59.99,202102,6,"28,500",8,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),74.15,202102,10,"33,200",11,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,15,"33,000",3,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,16,"35,300",9,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,19,"30,500",2,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을 2단지 월드메르디앙(2-117),84.94,202102,20,"38,000",12,2001,와석순환로 347,
경기도 파주시 목동동,해솔마을1단지 두산위브 (647),104.813,202102,1,"51,000",9,2010,해솔로 85,20210302
경기도 파주시 목동동,해솔마을1단지 두산위브 (647),104.813,202102,1,"51,000",9,2010,해솔로 85,
경기도 파주시 목동동,해솔마을1단지 두산위브 (647),104.813,202102,10,"48,000",14,2010,해솔로 85,
경기도 파주시 목동동,해솔마을3단지운정현대,84.993,202102,4,"33,000",3,2001,미래로 537,
경기도 파주시 목동동,해솔마을3단지운정현대,158.158,202102,16,"60,000",11,2001,미래로 537,
경기도 파주시 목동동,해솔마을3단지운정현대,59.998,202102,28,"29,500",13,2001,미래로 537,
경기도 파주시 목동동,해솔마을4단지 벽산우남연리지(667),59.9987,202102,6,"38,000",13,2010,해솔로 20,
경기도 파주시 목동동,해솔마을4단지 벽산우남연리지(667),119.4578,202102,20,"59,000",20,2010,해솔로 20,
경기도 파주시 목동동,해솔마을4단지 벽산우남연리지(667),59.9987,202102,27,"39,300",9,2010,해솔로 20,
경기도 파주시 목동동,힐스테이트운정,64.923,202102,2,"63,400",14,2018,교하로 100,
경기도 파주시 목동동,힐스테이트운정,64.923,202102,2,"63,400",14,2018,교하로 100,20210225
경기도 파주시 문발동,숲속길마을동문굿모닝힐(560),84.881,202102,1,"30,000",1,2005,책향기로 337,
경기도 파주시 문산읍 당동리,당동주공2단지,49.86,202102,21,"13,000",10,2002,방촌로 1662,
경기도 파주시 문산읍 당동리,당동주공2단지,59.42,202102,24,"15,000",9,2002,방촌로 1662,
경기도 파주시 문산읍 당동리,당동주공2단지,49.86,202102,26,"13,200",4,2002,방촌로 1662,
경기도 파주시 문산읍 당동리,문산세성,84.85,202102,11,"15,500",10,1995,당동1로 46,
경기도 파주시 문산읍 당동리,문산세성,59.85,202102,18,"12,000",11,1995,당동1로 46,
경기도 파주시 문산읍 당동리,세아산호(92-4),82.125,202102,20,"14,400",8,1991,봉미로 45,
경기도 파주시 문산읍 당동리,자연앤꿈에그린 6단지 아파트,84.93,202102,1,"25,300",7,2010,당동1로 11,
경기도 파주시 문산읍 당동리,자연앤꿈에그린 6단지 아파트,84.97,202102,8,"24,500",5,2010,당동1로 11,
경기도 파주시 문산읍 당동리,자연앤꿈에그린 6단지 아파트,84.72,202102,20,"26,500",10,2010,당동1로 11,
경기도 파주시 문산읍 당동리,자연앤꿈에그린5단지아파트,84.97,202102,2,"26,500",11,2010,당동1로 12,
경기도 파주시 문산읍 당동리,자연앤꿈에그린5단지아파트,84.97,202102,3,"26,900",7,2010,당동1로 12,
경기도 파주시 문산읍 당동리,자연앤꿈에그린5단지아파트,84.97,202102,20,"27,500",11,2010,당동1로 12,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,125.5109,202102,4,"31,500",9,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,84.8869,202102,5,"27,000",12,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,84.9751,202102,8,"25,000",7,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,84.9751,202102,17,"22,500",3,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,84.9471,202102,20,"25,000",8,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주 힐스테이트 2차,125.5109,202102,23,"32,700",5,2010,당동1로 67,
경기도 파주시 문산읍 당동리,파주한양수자인리버팰리스아파트,63.887,202102,5,"24,000",4,2015,당동1로 52,
경기도 파주시 문산읍 당동리,파주한양수자인리버팰리스아파트,84.86,202102,6,"26,500",10,2015,당동1로 52,
경기도 파주시 문산읍 당동리,파주한양수자인리버팰리스아파트,63.887,202102,9,"25,500",8,2015,당동1로 52,
경기도 파주시 문산읍 당동리,파주한양수자인리버팰리스아파트,84.653,202102,27,"25,000",2,2015,당동1로 52,
경기도 파주시 문산읍 당동리,파주한양수자인리버팰리스아파트,84.86,202102,27,"29,500",10,2015,당동1로 52,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,122.07,202102,6,"33,000",4,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,84.96,202102,7,"33,700",11,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,84.95,202102,15,"34,700",6,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,122.07,202102,16,"37,900",4,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,84.96,202102,20,"33,000",6,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,143.57,202102,20,"45,000",5,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,파주힐스테이트1차,84.98,202102,21,"32,000",12,2009,방촌로 1744,
경기도 파주시 문산읍 당동리,효형,59.828,202102,5,"11,000",9,1997,당동1로 50-26,
경기도 파주시 문산읍 문산리,문산주공,43.31,202102,7,"10,060",4,1980,문산로26번길 35,
경기도 파주시 문산읍 문산리,문산호수,82.08,202102,5,"14,500",14,1995,문산로26번길 13,
경기도 파주시 문산읍 문산리,문산호수,83.28,202102,10,"14,700",12,1995,문산로26번길 14,
경기도 파주시 문산읍 문산리,문산호수,54.91,202102,19,"11,500",5,1995,문산로26번길 13,
경기도 파주시 문산읍 문산리,문산호수,106.8,202102,20,"17,600",4,1995,문산로26번길 14,
경기도 파주시 문산읍 문산리,신원아침도시,84.9661,202102,4,"21,500",8,2006,방촌로 1648,
경기도 파주시 문산읍 문산리,신원아침도시,84.9661,202102,13,"21,300",12,2006,방촌로 1648,
경기도 파주시 문산읍 문산리,신원아침도시,84.9661,202102,27,"22,000",3,2006,방촌로 1648,
경기도 파주시 문산읍 문산리,신원아침도시,84.9661,202102,28,"21,600",13,2006,방촌로 1648,
경기도 파주시 문산읍 문산리,율곡,84.24,202102,23,"16,000",2,1996,문향로17번길 39,
경기도 파주시 문산읍 문산리,율곡,84.24,202102,26,"17,500",6,1996,문향로17번길 39,
경기도 파주시 문산읍 문산리,일신건영휴먼빌,59.84,202102,6,"21,600",19,2006,문향로 11,
경기도 파주시 문산읍 문산리,일신건영휴먼빌,59.84,202102,8,"21,750",18,2006,문향로 11,
경기도 파주시 문산읍 문산리,일신건영휴먼빌,84.87,202102,16,"25,400",4,2006,문향로 11,
경기도 파주시 문산읍 문산리,장안8차,84.9714,202102,2,"16,800",1,2003,독산로 11,
경기도 파주시 문산읍 문산리,한진,76.68,202102,27,"17,800",8,1992,문향로 22,
경기도 파주시 문산읍 선유리,두산위브,120.7555,202102,1,"24,800",1,2006,우계로 470,
경기도 파주시 문산읍 선유리,두산위브,84.9815,202102,7,"19,000",11,2006,우계로 470,
경기도 파주시 문산읍 선유리,두산위브,84.9815,202102,8,"20,000",4,2006,우계로 470,
경기도 파주시 문산읍 선유리,두산위브,84.9815,202102,10,"18,800",4,2006,우계로 470,
경기도 파주시 문산읍 선유리,두산위브,84.9815,202102,17,"22,000",9,2006,우계로 470,
경기도 파주시 문산읍 선유리,문산선유4단지 휴먼시아,84.91,202102,9,"21,200",9,2011,독서울1길 21,
경기도 파주시 문산읍 선유리,문산선유4단지 휴먼시아,84.91,202102,9,"23,000",5,2011,독서울1길 21,
경기도 파주시 문산읍 선유리,문산선유4단지 휴먼시아,84.91,202102,17,"22,800",1,2011,독서울1길 21,
경기도 파주시 문산읍 선유리,문산선유4단지 휴먼시아,84.91,202102,17,"22,400",5,2011,독서울1길 21,
경기도 파주시 문산읍 선유리,선유주공,40,202102,8,"7,000",3,1991,독서울1길 24,
경기도 파주시 문산읍 선유리,양우내안애2단지,84.9389,202102,10,"18,500",13,2007,사임당로 11,
경기도 파주시 문산읍 선유리,양우내안애2단지,84.9389,202102,13,"18,300",14,2007,사임당로 11,
경기도 파주시 문산읍 선유리,양우내안애3단지,59.9317,202102,2,"15,500",4,2007,사임당로 11,
경기도 파주시 문산읍 선유리,양우내안애3단지,59.9317,202102,3,"14,500",2,2007,사임당로 11,
경기도 파주시 문산읍 선유리,양우내안애3단지,84.9389,202102,25,"16,100",2,2007,사임당로 11,
경기도 파주시 문산읍 선유리,진흥소슬마을,84.98,202102,8,"21,950",4,2007,우계로457번길 29,
경기도 파주시 문산읍 선유리,진흥소슬마을,84.98,202102,19,"23,500",7,2007,우계로457번길 29,
경기도 파주시 문산읍 선유리,파주문산역1차 동문 굿모닝힐,59.9635,202102,1,"21,400",7,2020,사임당로 7,
경기도 파주시 문산읍 선유리,파주문산역1차 동문 굿모닝힐,59.9635,202102,27,"21,500",17,2020,사임당로 7,
경기도 파주시 문산읍 선유리,한진2차,76.68,202102,2,"12,000",1,1993,봉미로6번길 13,
경기도 파주시 문산읍 선유리,한진2차,76.68,202102,24,"13,900",4,1993,봉미로6번길 13,
경기도 파주시 법원읍 가야리,동원주택,59.59,202102,4,"5,900",4,1991,사임당로 781,
경기도 파주시 법원읍 가야리,안산율곡2차,53.15,202102,1,"7,900",11,1994,자운서원로 36-29,
경기도 파주시 아동동,"무궁화APT<1동,2동>",62.64,202102,2,"9,500",3,1990,정담길 65-17,
경기도 파주시 아동동,"무궁화APT<1동,2동>",45.9,202102,2,"7,000",5,1990,시청로 201,
경기도 파주시 아동동,"무궁화APT<1동,2동>",65.43,202102,4,"10,000",3,1990,정담길 65-17,
경기도 파주시 아동동,"무궁화APT<1동,2동>",46.71,202102,9,"6,500",4,1990,정담길 65-17,
경기도 파주시 아동동,"무궁화APT<1동,2동>",62.64,202102,18,"9,000",3,1990,정담길 65-17,
경기도 파주시 아동동,"무궁화APT<1동,2동>",59.975,202102,19,"9,700",5,1990,정담길 65-19,
경기도 파주시 아동동,"무궁화APT<1동,2동>",59.975,202102,23,"9,850",3,1990,정담길 65-19,
경기도 파주시 아동동,신안실크밸리 1차(897-0),84.9588,202102,9,"29,500",7,2009,시청로 123,
경기도 파주시 아동동,신안실크밸리 1차(897-0),59.912,202102,9,"22,500",8,2009,시청로 123,
경기도 파주시 아동동,신안실크밸리 1차(897-0),84.9588,202102,10,"30,000",4,2009,시청로 123,
경기도 파주시 아동동,신안실크밸리 1차(897-0),59.912,202102,20,"25,000",4,2009,시청로 123,
경기도 파주시 아동동,신안실크밸리2차(900-0),84.7631,202102,3,"32,000",5,2010,시청로 85,
경기도 파주시 아동동,신안실크밸리2차(900-0),84.7631,202102,10,"29,000",8,2010,시청로 85,
경기도 파주시 아동동,신안실크밸리2차(900-0),117.1019,202102,18,"36,500",6,2010,시청로 85,
경기도 파주시 아동동,신안실크밸리2차(900-0),117.1019,202102,18,"36,500",6,2010,시청로 85,
경기도 파주시 아동동,신안실크밸리2차(900-0),84.7631,202102,20,"35,000",14,2010,시청로 85,
경기도 파주시 아동동,장안초원1(329-6),57.9,202102,15,"11,000",12,1990,중앙로 280,
경기도 파주시 아동동,장안초원1(329-6),57.9,202102,15,"11,000",12,1990,중앙로 280,
경기도 파주시 아동동,장안초원1(329-6),59.73,202102,15,"11,500",11,1990,중앙로 280,
경기도 파주시 아동동,파라다이스(275-9),59.34,202102,10,"14,000",6,1998,정담길 20,
경기도 파주시 아동동,파라다이스(275-9),73.02,202102,17,"17,200",16,1998,정담길 20,
경기도 파주시 아동동,팜스프링(283-0),59.977,202102,2,"19,000",17,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),59.977,202102,3,"18,600",12,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),84.942,202102,4,"20,500",25,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),84.942,202102,4,"22,200",11,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),84.942,202102,6,"20,000",3,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),115.062,202102,6,"26,500",12,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),140.339,202102,10,"28,600",9,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),140.339,202102,10,"28,800",20,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),59.977,202102,17,"19,000",12,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),51.412,202102,19,"11,500",17,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),59.977,202102,22,"18,000",11,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),51.412,202102,24,"14,500",9,2001,송화로 13,
경기도 파주시 아동동,팜스프링(283-0),51.412,202102,26,"14,400",23,2001,송화로 13,
경기도 파주시 야당동,롯데캐슬 파크타운Ⅱ,84.3077,202102,20,"71,000",8,2018,한빛로 20,
경기도 파주시 야당동,롯데캐슬 파크타운Ⅱ,60.1761,202102,25,"51,000",20,2018,한빛로 20,
경기도 파주시 야당동,운정아모리움,51.53,202102,10,"35,500",12,2011,와석순환로 15,
경기도 파주시 야당동,자유로아이파크(975-0),84.992,202102,19,"45,000",15,2004,한빛로 11,
경기도 파주시 야당동,한빛마을 5단지 캐슬앤칸타빌,133.8871,202102,1,"77,000",13,2012,한빛로 70,
경기도 파주시 야당동,한빛마을 5단지 캐슬앤칸타빌,84.1874,202102,10,"59,700",20,2012,한빛로 70,
경기도 파주시 야당동,한빛마을 5단지 캐슬앤칸타빌,84.045,202102,26,"63,000",24,2012,한빛로 70,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,1,"23,850",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,1,"23,900",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,1,"23,100",3,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,1,"23,650",12,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.88,202102,2,"23,750",12,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,3,"23,850",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,4,"23,700",10,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.91,202102,4,"23,750",14,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,5,"23,400",6,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,5,"23,550",5,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,5,"24,100",15,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,5,"23,750",5,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,8,"23,650",6,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,8,"40,000",6,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),74.85,202102,8,"21,100",9,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.88,202102,8,"23,750",14,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,9,"23,750",6,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,10,"23,650",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,10,"48,000",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,10,"23,500",16,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.88,202102,15,"23,650",7,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,16,"22,850",3,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,18,"23,000",4,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.88,202102,18,"23,500",9,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,18,"23,800",22,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,19,"24,000",13,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,19,"23,800",19,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.93,202102,20,"50,000",11,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,22,"46,500",17,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.95,202102,22,"23,850",17,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.94,202102,23,"23,650",12,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.88,202102,24,"23,600",7,2011,와석순환로 61,
경기도 파주시 야당동,한빛마을7단지(휴먼시아)(1026),84.91,202102,25,"23,600",13,2011,와석순환로 61,
경기도 파주시 야동동,대방노블랜드(587-0),59.73,202102,6,"13,000",11,2001,평화로 280,
경기도 파주시 야동동,대방노블랜드(587-0),59.73,202102,8,"14,900",2,2001,평화로 280,
경기도 파주시 야동동,대방노블랜드(587-0),84.937,202102,20,"20,000",13,2001,평화로 280,
경기도 파주시 야동동,대방노블랜드(587-0),59.73,202102,20,"13,000",12,2001,평화로 280,
경기도 파주시 와동동,가람마을11단지 동문굿모닝힐(1368),84.871,202102,10,"46,000",4,2010,가온로 256,
경기도 파주시 와동동,가람마을11단지 동문굿모닝힐(1368),84.857,202102,20,"46,800",10,2010,가온로 256,
경기도 파주시 와동동,가람마을1단지벽산한라(1308),101.929,202102,8,"52,000",13,2010,가람로 22,
경기도 파주시 와동동,가람마을3단지(동문굿모닝힐),84.46,202102,6,"35,000",8,2001,금바위로 100,
경기도 파주시 와동동,가람마을3단지(동문굿모닝힐),84.46,202102,15,"32,700",12,2001,금바위로 100,
경기도 파주시 와동동,가람마을4단지 한양수자인,84.54,202102,6,"39,000",11,2011,가람로 70,
경기도 파주시 와동동,가람마을5단지,84.94,202102,1,"23,295",27,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,1,"23,265",13,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,2,"23,170",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,2,"23,685",17,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,3,"23,665",17,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,3,"22,355",2,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,4,"23,930",19,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,5,"22,285",2,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,5,"22,910",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,5,"21,025",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,5,"23,780",11,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,5,"23,420",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,9,"34,000",13,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,10,"23,435",21,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.9,202102,10,"21,510",13,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,10,"22,115",1,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,15,"21,440",15,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,15,"22,935",6,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,15,"23,165",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,17,"20,220",1,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,17,"22,720",4,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,17,"21,440",18,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,18,"23,390",13,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,19,"22,715",3,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,22,"20,325",2,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,24,"23,510",17,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.94,202102,24,"22,990",7,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,24,"23,310",13,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.97,202102,25,"23,275",9,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,25,"23,180",8,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,25,"23,810",14,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,25,"20,440",4,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,25,"21,245",15,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,74.78,202102,26,"21,180",11,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을5단지,84.96,202102,26,"23,560",9,2014,가람로116번길 40,
경기도 파주시 와동동,가람마을7단지한라비발디,131.94,202102,6,"75,000",15,2012,가람로116번길 130,
경기도 파주시 와동동,가람마을8단지 동문굿모닝힐,71.559,202102,22,"31,000",1,2001,금바위로 47,
경기도 파주시 와동동,가람마을9단지남양휴튼(1344),120.564,202102,5,"54,000",13,2010,미래로 562,
경기도 파주시 와동동,해솔마을7단지롯데캐슬,84.337,202102,9,"65,000",1,2014,가온로 205,
경기도 파주시 와동동,해솔마을7단지롯데캐슬,59.1152,202102,21,"51,000",19,2014,가온로 205,
경기도 파주시 조리읍 대원리,그린시티동문(218-0),84.99,202102,1,"22,600",11,2000,대원로 56,
경기도 파주시 조리읍 대원리,그린시티동문(218-0),197.9,202102,2,"35,000",2,2000,대원로 45,
경기도 파주시 조리읍 대원리,그린시티동문(218-0),134.66,202102,2,"27,000",8,2000,대원로 45,
